"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"00043000";"CALLE                   ";"DEL   ";"AMOR HERMOSO                                    ";"par  ";"NUM";"000074";"  ";"009998";"  ";"28026";"N/D"
"00043100";"CALLE                   ";"DE    ";"AMOREBIETA                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00043100";"CALLE                   ";"DE    ";"AMOREBIETA                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00043200";"CALLE                   ";"DE    ";"AMOROS                                          ";"impar";"NUM";"000001";"  ";"000005";"  ";"28028";"N/D"
"00043200";"CALLE                   ";"DE    ";"AMOROS                                          ";"impar";"NUM";"000007";"  ";"009999";"  ";"28028";"N/D"
"00043200";"CALLE                   ";"DE    ";"AMOROS                                          ";"par  ";"NUM";"000002";"  ";"000004";"  ";"28028";"N/D"
"00043200";"CALLE                   ";"DE    ";"AMOROS                                          ";"par  ";"NUM";"000006";"  ";"009998";"  ";"28028";"N/D"
"00043300";"CALLE                   ";"DE    ";"AMOS DE ESCALANTE                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"N/D"
"00043300";"CALLE                   ";"DE    ";"AMOS DE ESCALANTE                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"impar";"NUM";"000001";"  ";"000053";"  ";"28012";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"impar";"NUM";"000055";"  ";"000073";"  ";"28012";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"impar";"NUM";"000075";"  ";"009999";"  ";"28012";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"par  ";"NUM";"000002";"  ";"000044";"  ";"28012";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"par  ";"NUM";"000046";"  ";"000066";"  ";"28012";"N/D"
"00043400";"CALLE                   ";"DE    ";"AMPARO                                          ";"par  ";"NUM";"000068";"  ";"009998";"  ";"28012";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"impar";"NUM";"000001";"  ";"000019";"  ";"28026";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"impar";"NUM";"000021";"  ";"000041";"  ";"28026";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"impar";"NUM";"000043";"  ";"009999";"  ";"28026";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"par  ";"NUM";"000002";"  ";"000024";"  ";"28026";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"par  ";"NUM";"000026";"  ";"000044";"  ";"28026";"N/D"
"00043500";"CALLE                   ";"DE    ";"AMPARO USERA                                    ";"par  ";"NUM";"000046";"  ";"009998";"  ";"28026";"N/D"
"00043600";"CALLE                   ";"DE    ";"AMPELIDO                                        ";"impar";"NUM";"000001";"  ";"000023";"  ";"28011";"N/D"
"00043600";"CALLE                   ";"DE    ";"AMPELIDO                                        ";"impar";"NUM";"000025";"  ";"009999";"  ";"28011";"N/D"
"00043600";"CALLE                   ";"DE    ";"AMPELIDO                                        ";"par  ";"NUM";"000002";"  ";"000036";"  ";"28011";"N/D"
"00043600";"CALLE                   ";"DE    ";"AMPELIDO                                        ";"par  ";"NUM";"000038";"  ";"009998";"  ";"28011";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"impar";"NUM";"000001";"  ";"000013";"  ";"28037";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"impar";"NUM";"000015";"  ";"000033";"  ";"28037";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"impar";"NUM";"000035";"  ";"009999";"  ";"28037";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"par  ";"NUM";"000002";"  ";"000026";"  ";"28037";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"par  ";"NUM";"000028";"  ";"000032";"  ";"28037";"N/D"
"00043700";"CALLE                   ";"DE    ";"AMPOSTA                                         ";"par  ";"NUM";"000034";"  ";"009998";"  ";"28037";"N/D"
"00043800";"CALLE                   ";"DE    ";"AMPUERO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00043800";"CALLE                   ";"DE    ";"AMPUERO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00043900";"CALLE                   ";"DE    ";"AMURRIO                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28023";"N/D"
"00043900";"CALLE                   ";"DE    ";"AMURRIO                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28023";"N/D"
"00044000";"CALLE                   ";"DE    ";"ANA ALBI                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00044000";"CALLE                   ";"DE    ";"ANA ALBI                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00044200";"CALLE                   ";"DE    ";"ANA MARIA                                       ";"impar";"NUM";"000001";"  ";"000043";"  ";"28039";"N/D"
"00044200";"CALLE                   ";"DE    ";"ANA MARIA                                       ";"impar";"NUM";"000045";"  ";"009999";"  ";"28039";"N/D"
"00044200";"CALLE                   ";"DE    ";"ANA MARIA                                       ";"par  ";"NUM";"000002";"  ";"000042";"  ";"28039";"N/D"
"00044200";"CALLE                   ";"DE    ";"ANA MARIA                                       ";"par  ";"NUM";"000044";"  ";"009998";"  ";"28039";"N/D"
"00044500";"CALLE                   ";"DE    ";"ANA TERESA                                      ";"impar";"NUM";"000001";"  ";"000023";"  ";"28023";"N/D"
"00044500";"CALLE                   ";"DE    ";"ANA TERESA                                      ";"impar";"NUM";"000025";"  ";"009999";"  ";"28023";"N/D"
"00044500";"CALLE                   ";"DE    ";"ANA TERESA                                      ";"par  ";"NUM";"000002";"  ";"000016";"  ";"28023";"N/D"
"00044500";"CALLE                   ";"DE    ";"ANA TERESA                                      ";"par  ";"NUM";"000018";"  ";"009998";"  ";"28023";"N/D"
"00044600";"CALLE                   ";"DEL   ";"ANADE                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28019";"N/D"
"00044600";"CALLE                   ";"DEL   ";"ANADE                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28019";"N/D"
"00044700";"CALLE                   ";"DE    ";"ANASTASIA LOPEZ                                 ";"impar";"NUM";"000001";"  ";"000017";"  ";"28034";"N/D"
"00044700";"CALLE                   ";"DE    ";"ANASTASIA LOPEZ                                 ";"impar";"NUM";"000019";"  ";"009999";"  ";"28034";"N/D"
"00044700";"CALLE                   ";"DE    ";"ANASTASIA LOPEZ                                 ";"par  ";"NUM";"000002";"  ";"000012";"  ";"28034";"N/D"
"00044700";"CALLE                   ";"DE    ";"ANASTASIA LOPEZ                                 ";"par  ";"NUM";"000014";"  ";"009998";"  ";"28034";"N/D"
"00044800";"CALLE                   ";"DE    ";"ANASTASIO AROCA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"N/D"
"00044800";"CALLE                   ";"DE    ";"ANASTASIO AROCA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"N/D"
"00045000";"CALLE                   ";"DE    ";"ANASTASIO HERRERO                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"28020";"N/D"
"00045000";"CALLE                   ";"DE    ";"ANASTASIO HERRERO                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28020";"N/D"
"00045300";"CALLE                   ";"DE    ";"ANCIU                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28025";"N/D"
"00045300";"CALLE                   ";"DE    ";"ANCIU                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28025";"N/D"
"00045400";"CALLE                   ";"DEL   ";"ANCORA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00045400";"CALLE                   ";"DEL   ";"ANCORA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00045500";"PASAJE                  ";"DEL   ";"ANCORA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"28045";"N/D"
"00045500";"PASAJE                  ";"DEL   ";"ANCORA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28045";"N/D"
"00045550";"CALLE                   ";"DE LOS";"ANDALUCES                                       ";"impar";"NUM";"000001";"  ";"000007";"  ";"28038";"N/D"
"00045550";"CALLE                   ";"DE LOS";"ANDALUCES                                       ";"impar";"NUM";"000009";"  ";"009999";"  ";"28038";"N/D"
"00045550";"CALLE                   ";"DE LOS";"ANDALUCES                                       ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28038";"N/D"
"00045550";"CALLE                   ";"DE LOS";"ANDALUCES                                       ";"par  ";"NUM";"000020";"  ";"000034";"  ";"28038";"N/D"
"00045550";"CALLE                   ";"DE LOS";"ANDALUCES                                       ";"par  ";"NUM";"000036";"  ";"009998";"  ";"28038";"N/D"
"00045575";"CALLE                   ";"DE LOS";"ANDALUCES DEL POZO                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00045575";"CALLE                   ";"DE LOS";"ANDALUCES DEL POZO                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00045600";"CALLE                   ";"DE    ";"ANDALUCIA                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28007";"N/D"
"00045600";"CALLE                   ";"DE    ";"ANDALUCIA                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28007";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"impar";"NUM";"000001";"  ";"000043";"  ";"28041";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"impar";"NUM";"000045";"  ";"009999";"  ";"28021";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28041";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"par  ";"NUM";"000020";"  ";"000050";"  ";"28041";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"par  ";"NUM";"000052";"  ";"009998";"  ";"28021";"N/D"
"00045700";"AVENIDA                 ";"DE    ";"ANDALUCIA                                       ";"otros";"KM.";"000001";"  ";"032000";"  ";"28041";"N/D"
"00045750";"CALLE                   ";"DEL   ";"ANDARRIOS                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28043";"N/D"
"00045750";"CALLE                   ";"DEL   ";"ANDARRIOS                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28043";"N/D"
"00045800";"CALLE                   ";"DE    ";"ANDEVALO                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"N/D"
"00045800";"CALLE                   ";"DE    ";"ANDEVALO                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"impar";"NUM";"000001";"  ";"000049";"  ";"28043";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"impar";"NUM";"000051";"  ";"000065";"  ";"28043";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"impar";"NUM";"000067";"  ";"009999";"  ";"28043";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"par  ";"NUM";"000002";"  ";"000016";"  ";"28043";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"par  ";"NUM";"000018";"  ";"000026";"  ";"28043";"N/D"
"00045950";"CALLE                   ";"DE    ";"ANDORRA                                         ";"par  ";"NUM";"000028";"  ";"009998";"  ";"28043";"N/D"
"00046000";"CALLE                   ";"DE    ";"ANDREA JORDAN                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28021";"N/D"
"00046000";"CALLE                   ";"DE    ";"ANDREA JORDAN                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28021";"N/D"
"00046200";"CALLE                   ";"DE    ";"ANDREA PUECH                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28039";"N/D"
"00046200";"CALLE                   ";"DE    ";"ANDREA PUECH                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28039";"N/D"
"00046300";"CALLE                   ";"DE    ";"ANDRES ANTON                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"N/D"
"00046300";"CALLE                   ";"DE    ";"ANDRES ANTON                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"N/D"
"00046400";"CALLE                   ";"DE    ";"ANDRES ARTEAGA                                  ";"impar";"NUM";"000001";"  ";"000005";"  ";"28026";"N/D"
"00046400";"CALLE                   ";"DE    ";"ANDRES ARTEAGA                                  ";"impar";"NUM";"000007";"  ";"009999";"  ";"28026";"N/D"
"00046400";"CALLE                   ";"DE    ";"ANDRES ARTEAGA                                  ";"par  ";"NUM";"000002";"  ";"000020";"  ";"28026";"N/D"
"00046400";"CALLE                   ";"DE    ";"ANDRES ARTEAGA                                  ";"par  ";"NUM";"000022";"  ";"009998";"  ";"28026";"N/D"
